city,district,rooms,rent,address,construct_year,housing_type,on_sale,size 
ESPOO,Matinkylä,2,1078.00,Maailman-Matti 2 A,2002,block_of_flats,False,53.00
ESPOO,Saunalahti,1,762.00,Saunalahdenkatu 1 B,2016,block_of_flats,False,39.00
HELSINKI,Kuninkaantammi,2,900.00,Taidemaalarinkatu 5 C,2016,block_of_flats,False,46.50
TAMPERE,Hervanta,2,765.00,Louhoskuja 4 A,2023,block_of_flats,False,38.50
TAMPERE,Hervanta,4,1260.00,Louhoskuja 4 A,2023,block_of_flats,False,68.00
TAMPERE,Hervanta,3,1055.00,Louhoskuja 4 A,2023,block_of_flats,False,56.50
TAMPERE,Hervanta,2,790.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
TAMPERE,Hervanta,4,1260.00,Louhoskuja 4 A,2023,block_of_flats,False,68.00
TAMPERE,Hervanta,2,905.00,Louhoskuja 4 A,2023,block_of_flats,False,51.00
TAMPERE,Hervanta,3,1065.00,Louhoskuja 4 A,2023,block_of_flats,False,56.50
TAMPERE,Hervanta,2,795.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
HELSINKI,Pasila,1,848.00,Radiokuja 4 A,2018,block_of_flats,False,28.00
LAHTI,Keskusta,1,749.00,Hämeenkatu 28 B,1945,block_of_flats,False,42.00
LAPPEENRANTA,Lauritsala,2,655.00,Tohtorintie 3 B,1976,block_of_flats,False,47.00
OULU,Rajakylä,2,543.00,Tervakukkatie 12 A,2000,loft_house,False,49.50
MÄNTSÄLÄ,Keskusta,1,738.00,Huvitie 12 A,2016,block_of_flats,False,45.00
SAVONLINNA,Nätki,2,518.00,Kaartilantie 15 A,1974,block_of_flats,False,49.50
HELSINKI,Pajamäki,2,871.00,Pajamäentie 4 B,1960,block_of_flats,False,37.00
JÄRVENPÄÄ,Lepola,1,670.00,Heinähäntä 2 A,2022,block_of_flats,False,28.50
VALKEAKOSKI,Roukko,2,699.00,Kenraalintie 6 b as,1954,block_of_flats,False,53.50
HELSINKI,Herttoniemenranta,2,1092.00,Hitsaajankatu 9 B,2019,block_of_flats,False,49.50
HELSINKI,Maunula,2,1031.00,Suonotkontie 4 C,1963,block_of_flats,False,53.00
LAPPEENRANTA,Voisalmi,2,594.00,Kariniementie 12 A,1975,block_of_flats,False,47.50
HELSINKI,Pasila,1,833.00,Postiljooninkatu 17 B,2020,block_of_flats,False,29.50
LAPPEENRANTA,Keskusta,2,799.00,Valtakatu 41 as,2009,block_of_flats,False,52.50
HELSINKI,Kruunuvuorenranta,3,1311.00,Gunillantie 22 A,2015,block_of_flats,False,63.00
HELSINKI,Lauttasaari,2,1141.00,Kiviaidankatu 7 A,2017,block_of_flats,False,43.00
HELSINKI,Kivikko,1,872.00,Paukkulantie 2 B,2020,block_of_flats,False,39.00
TAMPERE,Keskusta,1,715.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,29.50
HELSINKI,Jätkäsaari,2,1390.00,Thomas Byströmin kuja 2 B,2016,block_of_flats,False,50.00
HELSINKI,Kannelmäki,3,1216.00,Vanhaistentie 1 c B,2022,block_of_flats,False,51.50
TAMPERE,Keskusta,2,960.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,44.00
IMATRA,Rajapatsas,2,519.00,Kulmakatu 2 C,1976,block_of_flats,False,58.00
TAMPERE,Niemenranta,2,743.00,Meesakatu 5 A,2019,block_of_flats,False,46.00
KERAVA,Jaakkola,2,870.00,Palopellonkatu 8 B,2021,block_of_flats,False,51.00
JÄRVENPÄÄ,Pajala,2,827.00,Valimokuja 4 as,2017,block_of_flats,False,44.50
ESPOO,Espoonlahti,2,840.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,35.50
ESPOO,Espoonlahti,3,1375.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,63.00
ESPOO,Espoonlahti,2,1050.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,56.00
ESPOO,Espoonlahti,2,875.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,37.50
HELSINKI,Pasila,2,1133.00,Radiokuja 4 A,2018,block_of_flats,False,47.50
JYVÄSKYLÄ,Rautpohja,3,780.00,Rautpohjankatu 11 C,1939,block_of_flats,False,64.00
ESPOO,Suurpelto,1,745.00,Suurpellon puistokatu 14 B,2018,block_of_flats,False,34.00
VANTAA,Tikkurila,2,944.00,Talvikkitie 7 B,2019,block_of_flats,False,44.50
JÄRVENPÄÄ,Keskusta,2,865.00,Tupalantie 2 B,2017,block_of_flats,False,48.00
HELSINKI,Viikki,2,1099.00,Von Daehnin katu 23 A,2010,block_of_flats,False,56.50
ESPOO,Tiistilä,2,898.00,KALAONNENTIE 3 B,1995,block_of_flats,False,46.00
HELSINKI,Meilahti,1,715.00,Mannerheimintie 93 A,1953,block_of_flats,False,24.50
KERAVA,Keskusta,1,720.00,Seunalantie 7 A,2023,block_of_flats,False,34.00
HELSINKI,Puistola,3,1099.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,72.50
HELSINKI,Jätkäsaari,3,1490.00,Gibraltarinaukio 2 A,2022,block_of_flats,False,64.50
HELSINKI,Pohjois-Haaga,2,880.00,Ida Aalbergin tie 3b A,1959,block_of_flats,False,53.00
ESPOO,Saunalahti,1,812.00,Saunalahdenkatu 1 A,2016,block_of_flats,False,39.00
ESPOO,Espoonlahti,1,735.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,28.00
HELSINKI,Kruunuvuorenranta,3,1393.00,Gunillantie 22 A,2015,block_of_flats,False,68.00
ESPOO,Haukilahti,3,1254.00,Kiiskenevä 2 D,1966,block_of_flats,False,69.00
TAMPERE,Niemenranta,2,761.00,Raamikatu 8 A,2020,block_of_flats,False,45.50
MÄNTSÄLÄ,Keskusta,3,975.00,Hemmintie 4 A,2014,block_of_flats,False,68.00
TAMPERE,Hervanta,1,555.00,Tutkijankatu 8 A,2020,block_of_flats,False,23.50
KOTKA,Mussalo,2,582.00,Vasikkaniementie 3 C,1985,loft_house,False,48.00
HELSINKI,Herttoniemi,2,1036.00,Kerttulinkuja 3 F,1997,block_of_flats,False,46.50
JYVÄSKYLÄ,Rautpohja,2,655.00,Rautpohjankatu 15 B,1939,block_of_flats,False,45.00
KERAVA,Keskusta,1,768.00,Seunalantie 11 A,2018,block_of_flats,False,30.00
JYVÄSKYLÄ,Rautpohja,2,685.00,Syrjälänkatu 4 A,1939,block_of_flats,False,58.00
OULU,Etu-Lyötty,2,770.00,Lyötynkatu 4 A,2021,block_of_flats,False,42.50
ESPOO,Kivenlahti,4,1690.00,Marinportti 4 A,2021,block_of_flats,False,95.00
TAMPERE,Niemenranta,1,526.00,Meesakatu 5 B,2019,block_of_flats,False,24.00
PORVOO,Gammelbacka,2,780.00,Suolaketie 5 A,1975,block_of_flats,False,61.00
TAMPERE,Ranta-Tampella,1,704.00,Tampellan esplanadi 17 A,2020,block_of_flats,False,28.00
KIRKKONUMMI,Finnsbacka,1,628.00,Eerikinkallio 6 C,1985,block_of_flats,False,35.00
ESPOO,Olari,3,1200.00,Kuvastimentie 1 F,2020,block_of_flats,False,65.50
ESPOO,Lintuvaara,3,1147.00,Kyyhkysmäki 14 B,1993,block_of_flats,False,70.50
OULU,Syynimaa,1,662.00,Tiedonkaari 8 C,1997,loft_house,False,35.00
JÄMSÄNKOSKI,Jämsänkoski,3,551.00,Puistolantie 22 A,1971,block_of_flats,False,78.20
OULU,Kaijonharju,2,570.00,Sammonkatu 3 C,1997,loft_house,False,44.50
JÄRVENPÄÄ,Pajala,3,1167.00,Valimokuja 2 B,2017,block_of_flats,False,66.50
OULU,Kaijonharju,3,748.00,Kalevalantie 15 C,1994,block_of_flats,False,65.50
ESPOO,Espoonlahti,1,760.00,Kipparinkatu 4 B,2022,block_of_flats,False,31.50
HELSINKI,Katajanokka,1,963.00,Kruunuvuorenkatu 2 D,2019,block_of_flats,False,30.50
TURKU,Keskusta,3,1239.00,Ruusukorttelinkuja 1 B,2018,block_of_flats,False,80.00
TAMPERE,Härmälänranta,1,614.00,Siivekkeenkatu 3 A,,block_of_flats,False,30.00
KAARINA,Hovirinta,2,699.00,Emännänkatu 6 A,1977,block_of_flats,False,56.00
HELSINKI,Herttoniemi,2,1210.00,Hiihtäjäntie 1 B,2012,block_of_flats,False,57.50
VALKEAKOSKI,Roukko,1,499.00,Kenraalintie 4 as,1952,block_of_flats,False,32.00
LAPPEENRANTA,Pikisaari,2,765.00,Pikisaarenkatu 42 B,1999,block_of_flats,False,58.00
PIRKKALA,Kyösti,2,699.00,Ratsutilantie 1 B,1980,block_of_flats,False,57.50
ESPOO,Niittykumpu,3,1278.00,Niittyportinpolku 2 B,2018,block_of_flats,False,61.50
HELSINKI,Aurinkolahti,1,926.00,Paahtajankuja 1 A,2016,block_of_flats,False,41.50
HELSINKI,Pajamäki,2,871.00,Pajamäentie 4 A,1960,block_of_flats,False,37.00
KUOPIO,Itkonniemi,1,595.00,Sandelsinkatu 14 A,1981,block_of_flats,False,30.50
JÄRVENPÄÄ,Pajala,3,1153.00,Valimokuja 2 B,2017,block_of_flats,False,66.50
HELSINKI,Vuosaari,2,1085.00,Aurinkotuulenkatu 8 A,2011,block_of_flats,False,54.00
VANTAA,Koivuhaka,3,1184.00,Tikkurilantie 99 A,2015,block_of_flats,False,72.50
HELSINKI,Kannelmäki,3,1474.00,Pasuunatie 4 b B,2013,block_of_flats,False,80.00
JYVÄSKYLÄ,Rautpohja,2,685.00,Syrjälänkatu 4 A,1939,block_of_flats,False,58.00
JYVÄSKYLÄ,Kuokkalanpelto,2,635.00,Tahvosentie 32 A,2011,block_of_flats,False,41.50
LAHTI,Ankkuri,3,1043.00,Vesijärvenkatu 57 A,2000,block_of_flats,False,75.00
HELSINKI,Kallio,1,1026.00,Viides linja 4 A,1926,block_of_flats,False,49.70
LAPPEENRANTA,Pikisaari,2,738.00,Pikisaarenkatu 40 as,1997,block_of_flats,False,46.00
VAASA,Keskusta,1,680.00,Kauppapuistikko 17 D,1998,block_of_flats,False,56.50
RAUMA,Sinisaari,2,530.00,Aittakarinkatu 18 B,1975,block_of_flats,False,59.00
HELSINKI,Pitäjänmäki,2,885.00,KONALANTIE 7 D,1974,block_of_flats,False,38.50
ESPOO,Niittykumpu,2,940.00,Vuoritontuntie 3 A,2023,block_of_flats,False,37.00
ESPOO,Niittykumpu,2,874.00,Vuoritontuntie 3 B,2023,block_of_flats,False,34.00
VANTAA,Jokiniemi,1,656.00,Maanviljelijänkuja 7 as 0,2020,block_of_flats,False,25.00
HELSINKI,Meilahti,2,920.00,Mannerheimintie 93 G,1953,block_of_flats,False,40.00
TURKU,Linnanfältti,2,753.00,Raitiokuja 3 B,2018,block_of_flats,False,39.50
HELSINKI,Oulunkylä,3,1297.00,Siltavoudintie 1 C,1965,block_of_flats,False,71.00
HELSINKI,Kuninkaantammi,2,895.00,Taidemaalarinkatu 5 B,2016,block_of_flats,False,46.00
HYVINKÄÄ,Hangonsilta,2,785.00,Astreankatu 5 B,2019,block_of_flats,False,43.50
VANTAA,Pähkinärinne,2,850.00,Lehtikallio 6 B,2015,block_of_flats,False,53.50
ESPOO,Vermonniitty,1,730.00,Perilänniitty 7 C,2018,block_of_flats,False,29.50
VAASA,Keskusta,1,618.00,Pitkäkatu 32 A,1998,block_of_flats,False,40.00
HELSINKI,Pohjois-Haaga,1,685.00,Ida Aalbergin tie 2 B,1959,block_of_flats,False,27.00
HELSINKI,Lauttasaari,1,1140.00,Itälahdenkatu 21 A,1985,block_of_flats,False,50.50
LAHTI,Liipola,2,614.00,Jyrkänkatu 7 D,1978,block_of_flats,False,63.00
OULU,Laanila,2,555.00,Laamannintie 15 A,1957,block_of_flats,False,54.00
ESPOO,Niittykumpu,3,1435.00,Niittykummuntie 12 C,2022,block_of_flats,False,69.50
HELSINKI,Toukola,1,940.00,Pariisinkatu 4 A,2009,block_of_flats,False,37.00
LOVIISA,Määrlahti,2,601.00,Ramsayntie 5 B,1973,block_of_flats,False,59.50
TAMPERE,Santalahti,2,785.00,Rantatie 29 A,2022,block_of_flats,False,40.50
ESPOO,Suurpelto,2,859.00,Suurpellon puistokatu 7 B,2020,block_of_flats,False,40.50
TAMPERE,Vuores,1,663.00,Takamaanrinne 1 B,2011,block_of_flats,False,40.50
TAMPERE,Hervanta,1,645.00,Tutkijankatu 8 A,2020,block_of_flats,False,34.50
ESPOO,Niittykumpu,2,955.00,Vuoritontuntie 3 A,2023,block_of_flats,False,37.00
ESPOO,Niittykumpu,1,733.00,Vuoritontuntie 3 C,2023,block_of_flats,False,23.00
TURKU,Iso-Heikkilä,2,770.00,Kanslerintie 15 D,2018,block_of_flats,False,46.00
LAHTI,Ankkuri,2,788.00,Niemenkatu 7 as,1977,block_of_flats,False,58.50
KOUVOLA,Kangas,3,895.00,Valvomontie 5 as.,1994,block_of_flats,False,76.00
LAHTI,Keskusta,2,600.00,Vesijärvenkatu 12 B,1963,block_of_flats,False,40.00
HELSINKI,Yliskylä,2,972.00,Yliskylän puistokatu 7 A,2021,block_of_flats,False,35.50
HELSINKI,Aurinkolahti,2,1090.00,Jauhajankuja 1 C,2015,block_of_flats,False,59.00
OULU,Myllytulli,2,733.00,Nahkatehtaankatu 10 D,1996,block_of_flats,False,50.00
LAHTI,Asemantausta,2,784.00,Nuolikatu 9 A,1992,block_of_flats,False,58.00
TAMPERE,Santalahti,1,599.00,Paperitehtaanraitti 13 A,2020,block_of_flats,False,23.50
ESPOO,Leppävaara,2,1096.00,Ratsukatu 4 A,2003,block_of_flats,False,50.50
HELSINKI,Kuninkaantammi,1,753.00,Temperankatu 2 B,2019,block_of_flats,False,29.50
HELSINKI,Roihuvuori,3,1291.00,TUHKIMONTIE 3-5 B,1960,block_of_flats,False,68.50
VANTAA,Martinlaakso,1,746.00,Laajavuorentie 6 B,2020,block_of_flats,False,31.50
HELSINKI,Töölö,2,1425.00,Töölönkatu 28 A,1937,block_of_flats,False,52.00
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
HELSINKI,Kuninkaantammi,2,835.00,Maisemamaalauksenkatu 8 B,,block_of_flats,False,39.50
ESPOO,Kivenlahti,3,1460.00,Marinportti 4 A,2021,block_of_flats,False,70.00
ESPOO,Tapiola,4,1690.00,Tietäjäntie 11 A,1978,block_of_flats,False,91.50
ESPOO,Espoonlahti,1,745.00,Kipparinkatu 4 B,2022,block_of_flats,False,28.00
TAMPERE,Keskusta,1,710.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,29.50
HELSINKI,Herttoniemi,2,902.00,Hiihtomäentie 14 D,1991,block_of_flats,False,48.50
TURKU,Martti,2,795.00,Kaasukellonaukio 6 A,2015,block_of_flats,False,48.00
HELSINKI,Kruunuvuorenranta,2,960.00,Gunillantie 22 B,2015,block_of_flats,False,41.00
VANTAA,Koivukylä,1,756.00,Norkkokuja 1 as,2021,block_of_flats,False,30.50
HELSINKI,Itäkeskus,3,1305.00,Vanhanlinnantie 3 J,2011,block_of_flats,False,81.50
ESPOO,Matinkylä,2,827.00,Matinpuronkuja 2 A,2014,block_of_flats,False,38.50
IISALMI,Keskusta,3,689.00,Päiviönkatu 26 B,1950,block_of_flats,False,65.00
JYVÄSKYLÄ,Kuokkalanpelto,2,650.00,Tahvosentie 32 A,2011,block_of_flats,False,41.50
KANTVIK,Kantvik,2,666.00,Kummihovi B,1973,block_of_flats,False,57.00
TAMPERE,Santalahti,2,765.00,Paasikoskenraitti 2 B,2020,block_of_flats,False,43.00
ESPOO,Niittykumpu,2,1137.00,Vuoritontuntie 3 C,2023,block_of_flats,False,50.50
HELSINKI,Pitäjänmäki,2,955.00,HENRIKINTIE 5 B,1978,block_of_flats,False,57.50
TAMPERE,Annala,2,720.00,Hikivuorenkatu 12 C,1974,block_of_flats,False,48.50
HELSINKI,Herttoniemenranta,3,1342.00,Hitsaajankatu 9 B,2019,block_of_flats,False,64.50
HELSINKI,Hakaniemi,1,918.00,Hämeentie 5b A,1989,block_of_flats,False,36.00
HELSINKI,Herttoniemi,1,762.00,Hiihtäjäntie 1 H,2012,block_of_flats,False,26.00
TAMPERE,Santalahti,2,695.00,Paperitehtaanraitti 13 B,2020,block_of_flats,False,35.00
ESPOO,Vermonniitty,1,730.00,Kaarlo Sarkian katu 1 C,2021,block_of_flats,False,29.00
ESPOO,Espoonlahti,4,1620.00,Kipparinkatu 4 B,2022,block_of_flats,False,90.00
HELSINKI,Vallila,2,1063.00,Päijänteentie 4-6 D,1953,block_of_flats,False,46.00
TURKU,Martti,2,831.00,Laivurinkatu 8 B,1996,block_of_flats,False,52.00
VANTAA,Hakunila,2,775.00,Satulakuja 2 A,2014,block_of_flats,False,48.00
VAASA,Vöyrinkaupunki,1,626.00,Myllykatu 11 C,2017,block_of_flats,False,31.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
OULU,Peltola,1,587.00,Peltolantie 18 B,2010,block_of_flats,False,28.00
KAJAANI,Keskusta,2,710.00,Louhikatu 10 as 0,1960,block_of_flats,False,50.00
MIKKELI,Laajalampi,2,545.00,Suksisepäntie 8 E,1979,block_of_flats,False,60.50
VANTAA,Tikkurila,2,981.00,Kielotie 4-6 A,2017,block_of_flats,False,48.00
HELSINKI,Pitäjänmäki,3,1404.00,KOKKOKALLIONTIE 3 F,1974,block_of_flats,False,83.50
KUOPIO,Litmanen,1,515.00,Mertakaari 30 C,1991,loft_house,False,38.00
RAUMA,Polari,3,625.00,Sepänkatu 3 A,1968,block_of_flats,False,71.00
ESPOO,Suurpelto,2,895.00,Suurpellon puistokatu 14 B,2018,block_of_flats,False,48.50
KIRKKONUMMI,Lindal,2,760.00,Laaksokuja 3 C,1976,block_of_flats,False,54.00
ESPOO,Saunalahti,2,941.00,Magneettikatu 1 A,2016,block_of_flats,False,53.50
LAPPEENRANTA,Voisalmi,2,645.00,Mäkitervakontie 7 A,1971,block_of_flats,False,58.50
JYVÄSKYLÄ,Rautpohja,1,590.00,Syrjälänkatu 12 C,1939,block_of_flats,False,24.50
JYVÄSKYLÄ,Rautpohja,3,780.00,Rautpohjankatu 9 A,1939,block_of_flats,False,64.00
HELSINKI,Pohjois-Haaga,1,660.00,Ida Aalbergin tie 3b B,1959,block_of_flats,False,24.00
VANTAA,Koivuhaka,2,835.00,Puutarhatie 7 A,2022,block_of_flats,False,40.00
VANTAA,Tikkurila,2,895.00,Talvikkitie 7 H,2018,block_of_flats,False,46.50
KIRKKONUMMI,Finnsbacka,1,628.00,Eerikinkallio 6 C,1985,block_of_flats,False,35.00
ESPOO,Espoonlahti,1,798.00,Maakravunkuja 2 as,2023,block_of_flats,False,33.50
OULU,Kaijonharju,1,543.00,Tellervontie 3 C,1977,block_of_flats,False,35.00
TAMPERE,Hervanta,2,760.00,Louhoskuja 4 A,2023,block_of_flats,False,39.00
TAMPERE,Hervanta,2,785.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Santalahti,2,830.00,Paasikoskenraitti 4 A,2023,block_of_flats,False,47.50
VANTAA,Kaivoksela,3,1210.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,68.50
VANTAA,Kaivoksela,2,860.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,40.50
VANTAA,Kaivoksela,1,770.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,35.50
LAHTI,Ankkuri,2,863.00,Vesijärvenkatu 59 B,2000,block_of_flats,False,61.00
PORI,Sampola,3,644.00,Annikintie 20 C,1979,block_of_flats,False,80.00
JYVÄSKYLÄ,Keltinmäki,1,510.00,Sienitie 2 A,1975,block_of_flats,False,31.00
HELSINKI,Pasila,1,929.00,Uutiskatu 3 A 0,2018,block_of_flats,False,37.50
HELSINKI,Kruunuvuorenranta,2,918.00,Gunillantie 22 B,2015,block_of_flats,False,41.00
JÄRVENPÄÄ,Pajala,2,860.00,Kaskitie 1 A,2022,block_of_flats,False,46.00
ESPOO,Kivenlahti,3,1455.00,Marinportti 4 A,2021,block_of_flats,False,70.00
TURKU,Kirstinpuisto,3,1100.00,Nuutintie 7 A,2021,block_of_flats,False,67.50
ESPOO,Suurpelto,1,752.00,Suurpellon puistokatu 7 B,2020,block_of_flats,False,29.00
KUOPIO,Litmanen,2,672.00,Yläkatu 6 C,1992,block_of_flats,False,59.50
JÄRVENPÄÄ,Pajala,3,880.00,Valimokuja 4 as,2017,block_of_flats,False,54.00
OULU,Myllytulli,3,1015.00,Nahkatehtaankatu 10 D,1996,block_of_flats,False,72.50
TAMPERE,Hervanta,1,605.00,Louhoskuja 10 A,2022,block_of_flats,False,29.50
VANTAA,Tikkurila,3,1217.00,Lehdokkitie 4 C,2003,block_of_flats,False,68.50
VANTAA,Kivistö,1,730.00,Timanttikuja 7 A,2023,block_of_flats,False,30.50
VANTAA,Kivistö,1,725.00,Timanttikuja 7 A,2023,block_of_flats,False,30.50
VANTAA,Kivistö,2,880.00,Timanttikuja 7 A,2023,block_of_flats,False,48.00
VANTAA,Kivistö,1,730.00,Timanttikuja 7 A,2023,block_of_flats,False,30.50
VANTAA,Kivistö,2,890.00,Timanttikuja 7 A,2023,block_of_flats,False,48.00
VANTAA,Kivistö,2,895.00,Timanttikuja 7 A,2023,block_of_flats,False,47.50
JYVÄSKYLÄ,Lutakko,1,680.00,Vaneritori 3 A,1999,block_of_flats,False,34.00
ESPOO,Suurpelto,1,768.00,Suurpellon puistokatu 7 B,2020,block_of_flats,False,29.00
TURKU,Kirstinpuisto,2,822.00,Nuutintie 7 B,2021,block_of_flats,False,44.00
HYVINKÄÄ,Hangonsilta,2,767.00,Astreankatu 5 C,2020,block_of_flats,False,43.00
HELSINKI,Hermanni,2,1179.00,Haukilahdenkuja 13 B,2010,block_of_flats,False,58.50
HELSINKI,Lauttasaari,5,2199.00,Särkiniementie 11 B,1972,block_of_flats,False,114.50
ESPOO,Saunalahti,1,698.00,Tyyrpuuri 4 A,2019,block_of_flats,False,29.00
ESPOO,Kauniainen,2,890.00,Ullanmäentie 10 C E,2021,block_of_flats,False,39.00
VANTAA,Kivistö,1,698.00,Topaasikuja 9 as,2020,block_of_flats,False,32.50
HELSINKI,Viikki,2,1018.00,Von Daehnin katu 23 A,2010,block_of_flats,False,56.50
HELSINKI,Haaga,3,1182.00,Näyttelijäntie 22 A,1959,block_of_flats,False,64.00
JÄRVENPÄÄ,Lepola,2,936.00,Tähkä 1 B,2014,block_of_flats,False,54.00
VANTAA,Hakunila,2,800.00,Kaskelantie 12 A,2022,block_of_flats,False,36.50
TAMPERE,Veisu,2,890.00,Sidoskuja 2 C,1999,loft_house,False,59.50
ESPOO,Olari,2,799.00,Puolikuu 2 B,2017,block_of_flats,False,42.00
ESPOO,Espoonlahti,3,1420.00,Maakravunkuja 2 as,2023,block_of_flats,False,67.50
SAVONLINNA,Nätki,2,518.00,Kaartilantie 15 C,1974,block_of_flats,False,49.50
LAHTI,Liipola,2,654.00,Pohjoinen Liipolankatu 13-15 D-F D,1980,block_of_flats,False,58.50
LAHTI,Liipola,2,654.00,Pohjoinen Liipolankatu 13-15 D-F F,1980,block_of_flats,False,58.50
TAMPERE,Veisu,3,1072.00,Sidoskuja 2 G,1999,loft_house,False,77.50
ESPOO,Saunalahti,2,832.00,Tyyrpuuri 4 B,2019,block_of_flats,False,41.50
KERAVA,Keskusta,1,740.00,Seunalantie 7 A,2023,block_of_flats,False,35.50
TAMPERE,Niemenranta,2,716.00,Raamikatu 8 A,2020,block_of_flats,False,39.50
ESPOO,Mäkkylä,2,899.00,Adjutantinkatu 3 A,2012,block_of_flats,False,44.50
VANTAA,Leinelä,1,749.00,Leinelän puistotie 12 C,2017,block_of_flats,False,34.50
HELSINKI,Kannelmäki,2,900.00,Vanhaistentie 1 c A,2022,block_of_flats,False,35.50
JYVÄSKYLÄ,Palokunnanmäki,2,775.00,Vesangantie 2 H,2014,block_of_flats,False,51.50
JYVÄSKYLÄ,Kortepohja,2,755.00,Wilhelm Schildtin katu 18 C,2000,block_of_flats,False,54.00
HELSINKI,Lauttasaari,1,990.00,Itälahdenkatu 21 B,1985,block_of_flats,False,52.50
VANTAA,Hakunila,1,695.00,Kaskelantie 27 B,2020,block_of_flats,False,30.50
TAMPERE,Santalahti,1,585.00,Paasikoskenraitti 4 A,2023,block_of_flats,False,26.00
TAMPERE,Santalahti,2,775.00,Paasikoskenraitti 4 A,2023,block_of_flats,False,44.00
TAMPERE,Santalahti,1,580.00,Paasikoskenraitti 4 A,2023,block_of_flats,False,23.00
KERAVA,Keskusta,1,752.00,Junailijankatu 2 A,2015,block_of_flats,False,38.00
VANTAA,Kartanonkoski,2,988.00,Lähettilääntie 1 A,2005,block_of_flats,False,48.00
ESPOO,Leppävaara,1,765.00,Ratsukatu  4 B,2003,block_of_flats,False,29.50
HELSINKI,Maunula,2,980.00,Suonotkontie 4 A,1963,block_of_flats,False,60.00
TAMPERE,Vuores,2,673.00,Takamaanrinne 1 C,2011,block_of_flats,False,41.50
HÄMEENLINNA,Puistomäki,1,646.00,Kettumäentie 18 A,1969,block_of_flats,False,32.00
ESPOO,Vermonniitty,1,835.00,Perilänniitty 3 B,2020,block_of_flats,False,33.00
TAMPERE,Santalahti,1,618.00,Rantakylänraitti 3 A,2019,block_of_flats,False,25.00
TAMPERE,Keskusta,1,761.00,Puuvillatehtaankatu 6 C,2022,block_of_flats,False,33.50
TAMPERE,Hervanta,2,770.00,Atomikatu 6 A,1976,block_of_flats,False,60.50
VANTAA,Leinelä,3,1095.00,Leinelän puistotie 12 C,2017,block_of_flats,False,62.50
HELSINKI,Toukola,2,1195.00,Pariisinkatu 4 A,2009,block_of_flats,False,59.00
OULU,Peltola,1,509.00,Peltolankaari 7 A,1998,loft_house,False,40.00
ESPOO,Leppävaara,1,765.00,Ratsukatu 4 B,2003,block_of_flats,False,29.50
KUOPIO,Puijonlaakso,3,1095.00,Taivaanpankontie 10 H B,2016,block_of_flats,False,72.50
HELSINKI,Puistola,3,1099.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,72.50
HELSINKI,Malminkartano,2,883.00,Juustenintie 6 A,2014,block_of_flats,False,41.50
KUOPIO,Litmanen,2,599.00,Koiravedenkatu 17 A,1991,loft_house,False,43.00
HELSINKI,Aurinkolahti,2,950.00,Paahtajankuja 4 A,,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,2,895.00,Paahtajankuja 4 B,,block_of_flats,False,34.00
ESPOO,Henttaa,2,820.00,Linda Tannerin kuja 2 D,2022,block_of_flats,False,38.00
ESPOO,Mäkkylä,2,959.00,Adjutantinkatu 3 B,2012,block_of_flats,False,48.00
HELSINKI,Vallila,2,1104.00,Aleksis Kiven katu 11 a B,1990,block_of_flats,False,50.00
ESPOO,Niittykumpu,2,915.00,Niittyportinpolku 2 A,2018,block_of_flats,False,45.00
HELSINKI,Hermanni,2,1096.00,Haukilahdenkuja 13 B,2010,block_of_flats,False,46.00
VANTAA,Koivukylä,2,957.00,Norkkokuja 1 as,2021,block_of_flats,False,48.00
HELSINKI,Keskusta,4,2925.00,BULEVARDI 32 A,1937,block_of_flats,False,115.30
LAPPEENRANTA,Keskusta,1,717.00,Valtakatu 41 as,2009,block_of_flats,False,45.00
ESPOO,Espoonlahti,4,1560.00,Kipparinkatu 4 B,2022,block_of_flats,False,78.00
VANTAA,Koivukylä,1,699.00,Norkkokuja 1 as,2021,block_of_flats,False,29.50
ESPOO,Haukilahti,2,989.00,Pitkänkalliontie 9 B,1965,block_of_flats,False,45.50
VANTAA,Myyrmäki,2,973.00,Kilterinrinne 5 B,2011,block_of_flats,False,52.50
